Order_ID,Order_Date,Product_ID,Region,Quantity,Revenue,Cost,Channel,Profit
3956,2023-05-25,6,South,8,4248,850,Offline,3398
3957,2023-09-22,13,North,2,6078,1119,Online,4959
3958,2024-09-28,22,South,7,6412,513,Online,5899
3959,2024-07-04,31,West,4,7890,1966,Online,5924
3960,2024-10-30,22,West,1,5697,5064,Online,633
3961,2022-06-01,37,South,3,9530,5384,Online,4146
3962,2024-10-25,47,West,1,5195,1193,Offline,4002
3963,2023-04-09,27,West,5,7268,4554,Offline,2714
3964,2022-09-28,50,West,8,4183,4376,Offline,-193
3965,2023-04-05,14,East,1,2461,4205,Offline,-1744
3966,2022-04-15,47,North,9,1437,3086,Online,-1649
3967,2022-06-11,5,West,3,8095,7000,Online,1095
3968,2022-12-17,36,South,5,924,2548,Offline,-1624
3969,2023-03-10,32,West,9,3551,321,Online,3230
3970,2024-05-01,34,East,5,3405,7806,Online,-4401
3971,2022-05-20,7,South,9,3194,3613,Offline,-419
3972,2022-03-28,42,North,8,4095,6160,Offline,-2065
3973,2022-07-02,48,South,7,1767,6325,Online,-4558
3974,2023-01-03,10,South,1,921,1561,Offline,-640
3975,2022-05-09,50,South,4,3766,1472,Online,2294
3976,2023-11-01,17,South,9,7517,5180,Offline,2337
3977,2022-05-29,30,West,8,2600,5998,Online,-3398
3978,2024-09-11,21,North,4,7629,2354,Offline,5275
3979,2024-05-01,13,West,1,8595,5652,Online,2943
3980,2023-09-20,1,East,4,9376,2192,Online,7184
3981,2023-03-22,1,East,3,2726,7247,Online,-4521
3982,2024-06-02,47,South,6,4888,3115,Offline,1773
3983,2022-10-21,33,West,5,2922,4974,Online,-2052
3984,2022-09-07,38,West,5,7726,5496,Online,2230
3985,2024-05-27,25,North,2,9769,4884,Offline,4885
3986,2024-08-05,26,North,3,7816,5321,Offline,2495
3987,2024-09-01,13,North,6,3343,6530,Online,-3187
3988,2024-11-14,28,West,2,4611,2087,Online,2524
3989,2024-02-28,33,North,4,6159,2290,Offline,3869
3990,2024-09-10,37,North,2,2403,4617,Offline,-2214
3991,2024-06-07,41,North,9,4724,2760,Online,1964
3992,2024-06-08,30,South,3,5479,2931,Online,2548
3993,2022-03-11,49,East,6,5863,6645,Offline,-782
3994,2023-09-17,48,East,1,925,7014,Online,-6089
3995,2024-05-24,8,West,3,2901,7743,Online,-4842
3996,2023-04-16,49,West,8,9441,2568,Online,6873
3997,2022-04-01,47,South,5,7748,6600,Offline,1148
3998,2023-06-14,1,East,8,543,7648,Offline,-7105
3999,2023-10-23,12,North,2,6798,6144,Online,654
4000,2024-01-09,5,North,7,5542,2476,Online,3066
4001,2023-12-27,24,West,9,2059,5662,Online,-3603
4002,2024-05-21,6,East,7,6535,5591,Offline,944
4003,2022-07-11,25,West,3,7571,5922,Online,1649
4004,2022-05-18,1,West,7,4694,5899,Offline,-1205
4005,2022-12-11,25,North,8,4451,1176,Online,3275
4006,2024-10-05,1,North,1,647,6713,Offline,-6066
4007,2023-05-18,32,East,3,2670,3792,Online,-1122
4008,2022-07-22,42,West,5,8803,4558,Offline,4245
4009,2023-07-27,42,South,6,5618,1254,Offline,4364
4010,2022-07-11,3,East,3,7655,4419,Online,3236
4011,2022-01-05,49,West,4,7797,6940,Offline,857
4012,2022-11-07,19,East,5,4663,4588,Online,75
4013,2023-07-03,43,East,3,8526,1177,Offline,7349
4014,2022-02-25,29,East,4,9519,4785,Online,4734
4015,2023-03-19,50,South,5,8567,2844,Offline,5723
4016,2024-05-19,2,South,2,3439,5359,Offline,-1920
4017,2023-08-08,9,North,9,6227,7249,Online,-1022
4018,2024-01-22,17,North,8,8564,2476,Offline,6088
4019,2022-12-26,46,West,6,4116,7464,Online,-3348
4020,2024-03-29,36,East,3,5905,2900,Online,3005
4021,2022-01-30,17,West,2,7785,3407,Online,4378
4022,2022-04-18,49,North,7,8851,3828,Offline,5023
4023,2024-04-23,12,South,8,6380,2708,Offline,3672
4024,2023-12-18,20,North,1,1513,5160,Offline,-3647
4025,2024-06-09,50,West,6,9243,2273,Online,6970
4026,2024-08-17,3,North,7,7891,4248,Online,3643
4027,2024-06-11,43,West,9,1675,1538,Offline,137
4028,2024-01-02,50,West,3,9855,2634,Online,7221
4029,2023-08-29,4,West,2,5747,1067,Offline,4680
4030,2023-04-02,17,West,5,8018,7368,Offline,650
4031,2023-09-07,50,North,1,6790,2716,Online,4074
4032,2023-11-29,37,West,6,1808,5888,Online,-4080
4033,2023-11-05,46,West,9,9933,5294,Online,4639
4034,2023-06-27,42,East,9,5327,7653,Online,-2326
4035,2024-05-06,15,West,7,5764,3845,Offline,1919
4036,2024-06-15,33,North,7,2277,5480,Online,-3203
4037,2022-10-05,16,West,8,559,2609,Online,-2050
4038,2023-07-06,11,South,2,7486,5183,Online,2303
4039,2022-04-21,20,South,6,8360,4506,Offline,3854
4040,2023-01-20,38,West,5,9027,6248,Online,2779
4041,2024-01-31,24,South,5,9522,7385,Online,2137
4042,2023-11-25,16,South,3,2092,4536,Offline,-2444
4043,2023-02-09,30,North,3,4880,1044,Offline,3836
4044,2022-01-22,34,East,6,6597,2882,Offline,3715
4045,2023-11-09,1,South,7,6958,4474,Online,2484
4046,2023-09-03,24,South,1,9651,1817,Offline,7834
4047,2022-01-08,24,East,3,6217,7498,Offline,-1281
4048,2023-12-03,9,East,1,4666,7983,Online,-3317
4049,2023-06-13,22,South,3,6988,2856,Online,4132
4050,2023-08-25,12,West,5,8657,5366,Offline,3291
4051,2023-10-19,17,South,9,9813,4461,Online,5352
4052,2022-06-15,25,West,3,5919,5929,Online,-10
4053,2024-04-28,28,West,9,9790,4283,Offline,5507
4054,2023-05-11,15,West,1,8834,1694,Online,7140
4055,2023-08-13,30,East,6,1546,586,Online,960
4056,2023-03-05,27,South,9,9760,3547,Offline,6213
4057,2024-02-13,22,South,5,8136,4518,Offline,3618
4058,2022-06-12,10,North,2,4687,7698,Online,-3011
4059,2023-01-01,31,East,5,3840,2902,Offline,938
4060,2022-03-13,27,North,1,6677,5399,Offline,1278
4061,2023-10-17,12,North,9,5273,303,Online,4970
4062,2022-09-26,46,West,9,3935,6235,Online,-2300
4063,2023-02-19,31,East,6,7800,711,Online,7089
4064,2024-10-12,32,North,9,7402,4645,Offline,2757
4065,2023-11-06,32,South,3,6299,4027,Offline,2272
4066,2024-12-19,41,North,4,1465,5906,Online,-4441
4067,2022-01-06,45,East,6,7944,7812,Online,132
4068,2024-09-08,35,South,4,9871,2217,Online,7654
4069,2023-07-24,46,South,1,7178,1656,Online,5522
4070,2023-02-11,21,South,7,1000,6896,Offline,-5896
4071,2022-01-26,10,West,5,5054,457,Offline,4597
4072,2024-10-25,16,South,8,549,1900,Offline,-1351
4073,2024-09-12,7,West,9,9661,3184,Offline,6477
4074,2023-01-25,4,West,5,1487,7457,Offline,-5970
4075,2023-12-11,27,North,8,7271,7737,Offline,-466
4076,2023-07-25,25,North,1,1615,6006,Online,-4391
4077,2024-01-24,31,South,1,4432,3789,Offline,643
4078,2022-05-26,11,East,7,4934,5859,Offline,-925
4079,2024-02-24,48,South,6,4067,7496,Offline,-3429
4080,2023-06-10,20,North,5,2158,5373,Offline,-3215
4081,2022-01-13,36,South,5,8444,2682,Online,5762
4082,2024-06-21,17,North,9,6300,5657,Online,643
4083,2023-01-19,45,South,1,4876,452,Offline,4424
4084,2023-07-10,11,East,8,8517,1929,Online,6588
4085,2024-06-05,30,South,2,3315,3096,Online,219
4086,2022-01-19,35,East,7,1470,3181,Online,-1711
4087,2023-07-29,41,East,6,8320,7582,Online,738
4088,2024-01-21,38,South,2,6012,7251,Offline,-1239
4089,2024-09-30,22,East,3,707,4102,Offline,-3395
4090,2023-02-23,43,East,4,759,3105,Offline,-2346
4091,2023-02-23,48,North,7,5525,4380,Offline,1145
4092,2022-05-02,27,North,8,4858,3770,Offline,1088
4093,2023-03-08,37,East,2,9474,1355,Online,8119
4094,2022-02-13,46,West,8,1004,2879,Offline,-1875
4095,2023-01-16,49,South,9,2259,4448,Offline,-2189
4096,2022-05-25,35,East,7,8014,3065,Online,4949
4097,2022-12-29,4,South,1,8260,6150,Online,2110
4098,2024-12-09,16,North,6,4294,7662,Offline,-3368
4099,2024-12-24,16,South,8,4090,1628,Online,2462
4100,2022-12-21,21,East,5,7470,4344,Offline,3126
4101,2024-03-10,26,East,2,9480,2692,Online,6788
4102,2024-04-05,36,East,5,6785,3453,Offline,3332
4103,2023-02-02,19,East,8,3829,300,Offline,3529
4104,2024-05-29,17,West,2,4512,466,Offline,4046
4105,2023-04-08,45,West,1,2592,6760,Offline,-4168
4106,2024-03-18,26,West,4,3467,3554,Online,-87
4107,2022-07-06,22,East,4,9761,5360,Offline,4401
4108,2024-01-02,28,West,9,2175,7341,Offline,-5166
4109,2023-03-05,1,South,3,4896,2185,Offline,2711
4110,2024-05-07,44,East,4,787,4668,Offline,-3881
4111,2022-08-25,36,North,3,1285,6088,Online,-4803
4112,2024-02-10,43,East,2,2816,6816,Online,-4000
4113,2024-01-28,37,South,4,3338,7829,Offline,-4491
4114,2022-05-16,2,West,8,7729,1199,Offline,6530
4115,2024-03-02,17,East,1,8637,2548,Online,6089
4116,2022-06-20,40,West,8,8618,3563,Offline,5055
4117,2022-06-08,38,East,8,1765,3712,Offline,-1947
4118,2022-07-20,21,South,3,3483,7766,Online,-4283
4119,2024-08-19,9,East,6,6401,3877,Online,2524
4120,2023-08-06,13,West,4,8431,2487,Online,5944
4121,2024-05-25,11,West,1,8643,6749,Offline,1894
4122,2023-01-06,16,South,1,8530,1519,Offline,7011
4123,2022-04-13,16,East,5,8762,3432,Offline,5330
4124,2024-09-28,2,North,8,1111,659,Offline,452
4125,2024-09-02,42,East,1,7728,6750,Online,978
4126,2024-03-08,44,South,2,4023,2339,Online,1684
4127,2023-10-20,8,North,7,6012,7947,Online,-1935
4128,2024-05-31,43,South,8,4202,6776,Online,-2574
4129,2024-01-03,42,East,3,5924,4237,Offline,1687
4130,2023-02-27,13,North,8,8882,3454,Offline,5428
4131,2023-07-26,17,South,1,2128,633,Online,1495
4132,2022-06-20,39,West,9,8407,6960,Offline,1447
4133,2022-06-22,24,North,2,3872,1030,Online,2842
4134,2023-10-25,3,North,2,8708,7367,Online,1341
4135,2023-03-29,30,South,4,9758,7209,Offline,2549
4136,2022-12-16,13,West,3,3639,1797,Offline,1842
4137,2023-05-09,19,North,4,2759,1717,Offline,1042
4138,2023-09-12,7,South,6,2750,4063,Offline,-1313
4139,2024-10-24,9,North,7,6621,2043,Offline,4578
4140,2024-07-07,19,North,5,8681,7228,Offline,1453
4141,2022-01-06,45,North,2,783,5996,Offline,-5213
4142,2022-10-15,40,West,3,6225,5799,Offline,426
4143,2023-08-31,22,East,3,8418,4416,Online,4002
4144,2023-04-02,18,East,5,5737,2273,Online,3464
4145,2024-10-26,23,West,5,9294,1178,Offline,8116
4146,2023-09-16,2,West,4,4575,4572,Offline,3
4147,2023-01-11,50,South,8,6662,5782,Online,880
4148,2023-03-23,50,North,6,8136,6465,Online,1671
4149,2024-04-14,11,West,6,6237,3184,Online,3053
4150,2024-03-21,31,South,1,9492,3307,Online,6185
4151,2024-08-16,33,East,6,9451,2895,Offline,6556
4152,2024-04-28,14,East,3,8502,2597,Online,5905
4153,2024-03-19,16,East,6,7572,960,Online,6612
4154,2024-09-05,11,East,6,1993,7395,Online,-5402
4155,2023-02-20,33,South,2,9506,3444,Online,6062
4156,2023-12-27,7,North,1,872,3462,Offline,-2590
4157,2023-03-30,31,South,3,6087,5595,Online,492
4158,2022-05-30,48,North,5,7571,4521,Offline,3050
4159,2024-01-29,46,East,4,3391,7671,Offline,-4280
4160,2024-02-18,47,West,7,7086,4285,Offline,2801
4161,2024-08-30,14,West,4,8123,1569,Offline,6554
4162,2024-02-02,28,West,8,3819,5006,Offline,-1187
4163,2024-09-28,43,North,7,4467,1594,Online,2873
4164,2022-03-17,16,East,9,1322,1309,Offline,13
4165,2023-08-22,19,South,1,721,2391,Online,-1670
4166,2022-08-13,17,West,5,7380,2057,Online,5323
4167,2022-04-23,26,North,4,4388,2264,Offline,2124
4168,2022-09-08,6,West,6,5800,4943,Offline,857
4169,2024-04-20,43,South,1,3770,1491,Online,2279
4170,2023-12-15,49,East,6,5193,6878,Offline,-1685
4171,2022-05-05,9,South,1,8066,1353,Offline,6713
4172,2024-12-28,50,East,1,4493,3141,Offline,1352
4173,2024-12-06,17,East,8,3098,6016,Online,-2918
4174,2024-06-02,31,East,2,2166,2704,Online,-538
4175,2022-01-30,12,West,6,5257,3862,Offline,1395
4176,2022-10-08,23,South,6,2054,4004,Offline,-1950
4177,2024-07-12,5,West,6,6615,2122,Offline,4493
4178,2023-01-03,43,South,8,5937,1571,Online,4366
4179,2023-05-10,36,North,4,6741,2019,Offline,4722
4180,2024-11-14,36,North,3,9772,552,Offline,9220
4181,2023-12-19,3,South,6,587,7228,Offline,-6641
4182,2024-10-13,24,South,4,7615,3068,Offline,4547
4183,2023-08-29,17,South,2,3203,7849,Online,-4646
4184,2023-01-10,39,South,6,2918,1859,Offline,1059
4185,2023-10-01,26,East,5,4647,1036,Offline,3611
4186,2024-11-14,4,West,9,2247,6442,Online,-4195
4187,2022-04-26,45,East,6,8732,5295,Offline,3437
4188,2022-02-17,12,West,3,538,2228,Offline,-1690
4189,2022-04-09,1,West,5,7543,7886,Online,-343
4190,2023-02-09,21,West,8,2651,6566,Offline,-3915
4191,2023-11-16,19,East,9,4437,5713,Online,-1276
4192,2024-06-21,21,South,8,7386,7128,Offline,258
4193,2023-05-18,18,East,3,708,2490,Offline,-1782
4194,2024-06-12,43,East,9,1099,1302,Offline,-203
4195,2022-09-15,3,West,3,9296,3285,Online,6011
4196,2024-04-23,49,North,8,4209,2222,Offline,1987
4197,2022-05-01,44,North,9,8226,6954,Online,1272
4198,2024-03-20,32,East,7,713,6367,Online,-5654
4199,2024-09-04,10,West,4,6223,4052,Online,2171
4200,2022-02-23,40,East,9,7052,6500,Online,552
4201,2024-10-15,15,East,3,6738,4437,Online,2301
4202,2024-02-23,5,South,3,8960,7264,Online,1696
4203,2022-08-29,4,West,2,2908,4002,Offline,-1094
4204,2023-04-28,28,North,3,8472,3492,Offline,4980
4205,2024-10-09,4,North,1,5278,6243,Offline,-965
4206,2022-07-06,15,North,4,1322,4134,Offline,-2812
4207,2023-10-18,17,East,8,6600,4738,Online,1862
4208,2022-09-19,44,West,5,3095,4727,Offline,-1632
4209,2024-08-10,3,South,2,8617,3827,Offline,4790
4210,2023-05-06,10,North,3,4453,5856,Online,-1403
4211,2023-03-07,47,West,1,4331,640,Offline,3691
4212,2022-08-27,42,North,2,5083,2688,Online,2395
4213,2022-10-31,23,South,1,6735,3787,Offline,2948
4214,2022-10-25,18,West,2,9342,7292,Offline,2050
4215,2022-03-17,1,East,3,8483,6625,Online,1858
4216,2024-09-25,35,East,1,7000,2000,Offline,5000
4217,2023-10-04,31,North,9,6351,7427,Offline,-1076
4218,2024-04-06,44,North,5,2134,5683,Offline,-3549
4219,2022-10-10,1,West,8,5314,1533,Offline,3781
4220,2023-08-14,3,South,5,1667,2870,Online,-1203
4221,2022-03-13,3,North,8,4576,6625,Offline,-2049
4222,2023-12-04,37,West,7,8890,5863,Online,3027
4223,2023-07-29,19,South,4,7458,2598,Online,4860
4224,2024-09-26,29,North,7,5942,437,Offline,5505
4225,2024-06-10,25,North,6,6860,7685,Online,-825
4226,2022-01-12,33,West,3,7199,3098,Offline,4101
4227,2022-05-21,36,North,9,4005,6897,Online,-2892
4228,2022-01-17,29,East,9,1302,3230,Online,-1928
4229,2024-12-22,26,South,5,8127,4220,Online,3907
4230,2022-09-10,4,South,8,9392,4482,Online,4910
4231,2023-04-10,49,East,7,1002,2133,Offline,-1131
4232,2023-01-11,14,West,9,6325,6736,Offline,-411
4233,2024-09-07,50,East,7,8439,2439,Offline,6000
4234,2023-06-04,27,East,4,6532,507,Offline,6025
4235,2022-03-31,33,South,4,7906,7671,Online,235
4236,2023-12-21,22,West,8,5219,2533,Offline,2686
4237,2024-03-14,48,North,6,8248,7552,Offline,696
4238,2024-03-06,3,East,9,3370,2150,Offline,1220
4239,2023-09-22,23,East,7,5258,1987,Online,3271
4240,2022-03-17,21,West,7,6468,2503,Online,3965
4241,2024-07-14,41,East,4,1598,6736,Online,-5138
4242,2023-02-04,23,West,3,3669,6976,Online,-3307
4243,2024-08-27,4,North,8,882,2508,Online,-1626
4244,2024-12-30,21,West,7,8290,7853,Offline,437
4245,2024-03-07,37,North,4,4440,5904,Online,-1464
4246,2022-07-14,43,West,4,7952,5922,Offline,2030
4247,2022-08-16,31,East,1,6952,1150,Online,5802
4248,2023-04-06,21,North,7,4771,2503,Online,2268
4249,2023-09-10,26,East,1,4823,6586,Online,-1763
4250,2024-11-10,41,North,4,2538,3990,Online,-1452
4251,2022-03-05,35,West,3,5961,3655,Online,2306
4252,2022-06-14,38,West,3,8563,2909,Online,5654
4253,2022-01-27,24,West,1,2485,6478,Offline,-3993
4254,2024-10-08,11,South,4,1762,523,Online,1239
4255,2022-10-12,41,South,1,6231,7111,Online,-880
4256,2022-10-08,29,North,8,5616,6836,Offline,-1220
4257,2024-04-17,47,South,1,849,6851,Online,-6002
4258,2024-04-10,3,West,6,940,4074,Online,-3134
4259,2024-07-06,1,South,7,3308,1711,Offline,1597
4260,2022-08-12,19,South,2,3062,6115,Offline,-3053
4261,2024-02-23,46,East,4,3652,4692,Online,-1040
4262,2024-08-22,49,North,3,8979,622,Online,8357
4263,2024-08-07,22,North,9,9689,6273,Online,3416
4264,2024-11-19,14,North,7,2833,1811,Online,1022
4265,2022-02-14,49,South,2,573,2386,Online,-1813
4266,2023-04-16,14,West,6,8044,4900,Online,3144
4267,2022-02-03,44,East,9,7449,7970,Offline,-521
4268,2023-10-15,16,North,3,2705,7196,Offline,-4491
4269,2024-04-09,33,South,6,9121,5956,Offline,3165
4270,2022-08-09,13,West,3,1971,7783,Offline,-5812
4271,2023-06-18,38,East,3,3981,7963,Online,-3982
4272,2023-11-23,49,East,4,8038,7584,Offline,454
4273,2024-07-20,12,North,9,3680,5761,Online,-2081
4274,2024-04-20,38,North,8,2230,2587,Online,-357
4275,2024-10-07,39,West,1,535,986,Offline,-451
4276,2023-08-05,33,South,1,1520,2317,Online,-797
4277,2022-08-27,33,West,7,6034,1768,Offline,4266
4278,2023-03-17,29,North,3,7661,4223,Offline,3438
4279,2022-05-28,5,West,7,8509,5135,Offline,3374
4280,2024-10-29,6,South,9,3617,1296,Offline,2321
4281,2023-01-23,31,East,3,3035,2834,Offline,201
4282,2024-12-09,16,East,3,5214,3112,Online,2102
4283,2024-07-04,31,East,2,8837,5830,Offline,3007
4284,2023-09-30,25,East,1,5463,6311,Online,-848
4285,2022-10-05,48,North,9,6591,922,Online,5669
4286,2024-09-15,46,North,6,1526,4124,Online,-2598
4287,2023-08-12,33,South,6,4165,3083,Online,1082
4288,2023-10-11,13,South,8,1786,4693,Offline,-2907
4289,2023-09-10,10,South,5,3346,1375,Online,1971
4290,2022-05-15,24,South,9,9012,7176,Offline,1836
4291,2023-08-03,10,West,5,8274,7444,Online,830
4292,2023-05-05,41,South,2,2793,603,Offline,2190
4293,2023-04-23,31,East,6,2112,5707,Offline,-3595
4294,2023-01-19,13,East,9,976,963,Offline,13
4295,2022-06-12,3,East,3,7926,3246,Offline,4680
4296,2023-03-17,50,West,4,9474,5537,Offline,3937
4297,2023-02-19,34,South,8,2447,4294,Online,-1847
4298,2022-10-15,49,East,6,3831,2292,Online,1539
4299,2022-07-06,28,East,7,5760,3795,Online,1965
4300,2022-05-10,19,East,7,6566,7234,Online,-668
4301,2022-07-13,23,East,4,8147,2994,Offline,5153
4302,2022-11-12,45,North,6,5969,4604,Online,1365
4303,2022-05-24,32,South,9,2093,3498,Online,-1405
4304,2022-01-16,13,South,3,8204,5712,Online,2492
4305,2023-02-27,33,West,8,6654,818,Online,5836
4306,2022-09-02,34,North,7,756,7689,Online,-6933
4307,2024-07-15,33,West,4,7012,6520,Offline,492
4308,2022-05-09,5,East,3,3491,4733,Offline,-1242
4309,2024-06-25,3,West,7,1917,7306,Online,-5389
4310,2024-06-05,7,East,9,8260,6209,Offline,2051
4311,2022-12-07,24,East,3,8465,2169,Online,6296
4312,2022-01-04,22,South,9,4614,4110,Offline,504
4313,2022-11-02,45,South,8,8801,1212,Offline,7589
4314,2024-06-26,23,South,3,3052,7742,Online,-4690
4315,2023-08-30,30,South,8,9749,4234,Offline,5515
4316,2024-09-18,18,South,4,5907,5202,Online,705
4317,2022-11-17,32,North,6,5233,3488,Online,1745
4318,2023-07-13,7,South,2,2542,1615,Offline,927
4319,2023-09-10,33,West,8,2681,5690,Offline,-3009
4320,2023-12-12,5,East,9,4992,7914,Offline,-2922
4321,2023-06-15,49,South,7,4058,3528,Offline,530
4322,2023-02-14,28,North,8,4158,871,Online,3287
4323,2024-03-28,8,West,7,3194,3555,Online,-361
4324,2023-05-08,15,West,4,4384,2771,Online,1613
4325,2022-01-12,4,East,1,5280,6075,Online,-795
4326,2022-07-14,34,West,3,3784,7116,Online,-3332
4327,2023-05-05,5,West,7,6452,5435,Online,1017
4328,2024-03-05,33,West,7,8017,5321,Offline,2696
4329,2024-05-30,5,West,3,6662,6180,Online,482
4330,2022-07-01,38,North,1,5606,397,Online,5209
4331,2024-08-19,34,East,9,2666,4333,Offline,-1667
4332,2023-10-18,26,South,6,4897,1939,Offline,2958
4333,2023-11-25,1,West,7,8168,6743,Online,1425
4334,2022-01-30,4,North,1,3892,5142,Online,-1250
4335,2024-02-17,39,East,1,4211,5841,Offline,-1630
4336,2023-03-20,26,South,4,6379,5726,Online,653
4337,2022-10-25,33,East,7,2086,4327,Offline,-2241
4338,2024-03-18,33,North,8,9906,6717,Offline,3189
4339,2024-04-24,8,North,9,7638,560,Offline,7078
4340,2024-10-12,20,North,1,8162,5658,Online,2504
4341,2023-07-08,16,West,4,7904,1235,Online,6669
4342,2022-10-30,21,North,4,9056,2097,Offline,6959
4343,2023-02-25,45,South,3,4439,631,Offline,3808
4344,2022-07-04,26,West,7,3699,4510,Online,-811
4345,2023-04-13,23,East,1,7441,567,Online,6874
4346,2024-01-24,18,South,9,1481,2359,Online,-878
4347,2022-12-29,31,West,8,4052,372,Offline,3680
4348,2022-12-02,42,North,2,1421,5411,Offline,-3990
4349,2022-06-11,12,East,2,4158,3221,Offline,937
4350,2022-01-12,1,North,8,4495,2753,Online,1742
4351,2023-08-11,42,South,1,7564,4188,Offline,3376
4352,2022-07-20,9,South,7,5552,477,Offline,5075
4353,2023-06-06,3,West,9,5906,2299,Offline,3607
4354,2023-05-20,26,South,3,4777,1071,Online,3706
4355,2024-02-27,9,East,7,1974,1245,Offline,729
4356,2024-11-28,42,West,6,7598,7726,Offline,-128
4357,2022-03-01,16,East,7,4267,4795,Online,-528
4358,2023-08-01,24,North,7,7219,569,Offline,6650
4359,2022-11-17,50,East,1,9094,2155,Online,6939
4360,2024-07-11,14,East,3,9839,1955,Online,7884
4361,2023-07-23,3,South,1,1112,4052,Offline,-2940
4362,2023-06-11,34,North,5,7786,2833,Online,4953
4363,2023-06-08,33,South,3,3517,4454,Offline,-937
4364,2023-09-05,50,North,1,5288,2989,Online,2299
4365,2022-05-05,24,North,2,7602,5282,Offline,2320
4366,2024-05-20,9,East,5,3701,4661,Online,-960
4367,2022-10-07,13,South,3,1252,2422,Online,-1170
4368,2024-07-05,2,East,6,8056,6418,Online,1638
4369,2023-09-14,7,East,9,1841,3461,Offline,-1620
4370,2024-04-25,48,East,6,9196,804,Offline,8392
4371,2023-11-05,21,North,2,7514,2704,Offline,4810
4372,2022-11-10,19,South,2,7255,2501,Online,4754
4373,2022-11-28,25,South,8,3982,6319,Online,-2337
4374,2022-02-05,47,East,8,8228,3589,Offline,4639
4375,2024-11-11,22,North,6,6065,4881,Offline,1184
4376,2022-07-25,11,South,7,8111,5959,Online,2152
4377,2023-10-01,33,West,1,8430,1453,Online,6977
4378,2024-04-27,32,South,9,7017,4461,Online,2556
4379,2023-03-16,21,East,5,2922,7611,Offline,-4689
4380,2023-12-30,39,West,9,9365,2727,Online,6638
4381,2024-07-29,20,North,2,6485,1636,Offline,4849
4382,2022-06-13,8,West,8,7447,706,Online,6741
4383,2022-05-28,42,West,7,9284,3778,Offline,5506
4384,2022-10-21,37,East,4,8135,4344,Online,3791
4385,2022-07-14,9,South,3,4168,576,Online,3592
4386,2023-10-25,25,North,4,6962,7058,Offline,-96
4387,2023-04-25,25,West,4,3638,3780,Online,-142
4388,2022-05-03,33,East,8,5009,2661,Online,2348
4389,2023-11-30,2,South,4,3000,2896,Online,104
4390,2024-08-22,19,West,5,3293,5668,Offline,-2375
4391,2023-10-23,46,East,2,4793,2268,Online,2525
4392,2023-12-11,20,East,4,5899,760,Offline,5139
4393,2023-01-31,42,East,7,799,2746,Online,-1947
4394,2024-06-30,41,North,3,2406,4039,Online,-1633
4395,2024-10-01,42,South,1,2985,6894,Offline,-3909
4396,2022-11-13,29,West,8,7959,6914,Offline,1045
4397,2023-11-12,6,South,8,8898,6063,Offline,2835
4398,2023-05-10,17,South,6,6620,1882,Offline,4738
4399,2023-07-10,25,West,7,8985,7901,Offline,1084
4400,2023-09-02,38,South,2,2373,5351,Offline,-2978
4401,2022-04-19,4,North,5,6602,3817,Online,2785
4402,2023-01-07,30,West,7,6672,5102,Online,1570
4403,2024-05-04,20,West,9,6822,4498,Online,2324
4404,2023-09-08,3,East,1,2588,2675,Online,-87
4405,2024-02-07,23,South,3,8137,7044,Offline,1093
4406,2022-07-25,18,West,6,5811,6689,Online,-878
4407,2024-04-26,26,West,7,6987,7525,Online,-538
4408,2022-02-12,36,North,6,7380,6548,Online,832
4409,2024-05-14,8,East,1,5221,3039,Offline,2182
4410,2024-02-24,17,West,4,3926,1271,Offline,2655
4411,2023-04-21,31,North,6,1028,7536,Online,-6508
4412,2022-03-24,37,West,8,2424,7436,Offline,-5012
4413,2022-07-09,45,West,4,6960,1625,Online,5335
4414,2024-03-10,33,West,7,6476,452,Offline,6024
4415,2024-07-24,27,North,3,6521,3908,Online,2613
4416,2022-09-08,45,South,8,1362,4260,Offline,-2898
4417,2022-10-18,4,West,1,4820,3406,Online,1414
4418,2022-11-22,22,West,4,3994,5352,Online,-1358
4419,2024-04-16,26,South,8,6552,3386,Offline,3166
4420,2023-05-23,32,West,4,8759,5525,Offline,3234
4421,2024-01-01,24,East,2,2142,1029,Offline,1113
4422,2022-03-13,46,West,2,9712,4267,Offline,5445
4423,2023-10-03,35,East,4,5696,4469,Online,1227
4424,2024-07-28,37,South,4,7499,5251,Online,2248
4425,2023-08-31,32,North,2,7822,4302,Online,3520
4426,2023-07-20,7,South,7,3643,2632,Online,1011
4427,2022-02-23,33,West,6,1970,1873,Online,97
4428,2023-06-12,31,East,3,6178,3568,Online,2610
4429,2023-09-03,12,North,8,1882,4675,Online,-2793
4430,2022-07-12,11,West,8,5896,5182,Online,714
4431,2022-02-27,24,North,1,7614,985,Offline,6629
4432,2022-05-09,8,North,3,9934,4188,Online,5746
4433,2023-12-07,32,West,5,2205,1879,Offline,326
4434,2024-05-01,38,South,2,6497,1268,Offline,5229
4435,2022-01-08,22,West,5,6563,4037,Offline,2526
4436,2022-01-29,34,West,3,8462,7620,Offline,842
4437,2024-08-04,19,South,9,8596,6734,Online,1862
4438,2022-05-11,20,East,1,3094,2333,Offline,761
4439,2022-07-07,14,West,4,1815,7375,Online,-5560
4440,2023-12-10,33,North,6,8639,5561,Online,3078
4441,2022-07-31,10,West,9,9259,1067,Offline,8192
4442,2022-10-03,16,West,3,3204,6755,Online,-3551
4443,2022-08-31,4,North,3,6225,945,Online,5280
